"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
37,96722314,"cjs5555 (2/Unl.)",0,150.95,"(C) Brayan Pena ,(OF) Chris Young ,(3B) Luis Valbuena ,(P) Lance Lynn ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(OF) George Springer ,(1B) Evan Gattis ,(OF) Preston Tucker ,(SS) Jung Ho Kang "
37,96723676,"waterboyalz (3/Unl.)",0,150.95,"(C) Brayan Pena ,(1B) Joey Votto ,(2B) Luis Valbuena ,(OF) Andrew McCutchen ,(3B) Todd Frazier ,(P) Lance Lynn ,(SS) Jordy Mercer ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(OF) Preston Tucker "
43,96696462,"septicman (1/Unl.)",0,150.75,"(C) Yadier Molina ,(OF) Jason Heyward ,(1B) Todd Frazier ,(OF) Josh Harrison ,(P) Anthony DeSclafani ,(2B) Jose Altuve ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(3B) Matt Carpenter ,(SS) Jung Ho Kang "
43,96699960,"greenteaLL (2/Unl.)",0,150.75,"(C) Brayan Pena ,(P) Dan Haren ,(3B) Luis Valbuena ,(OF) Jay Bruce ,(1B) Todd Frazier ,(OF) Giancarlo Stanton ,(2B) Jose Altuve ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(SS) Eugenio Suarez "
45,96724594,"adro82 (3/Unl.)",0,149.95,"(1B) Joey Votto ,(3B) Todd Frazier ,(C) Jason Castro ,(P) Lance Lynn ,(SS) Jordy Mercer ,(OF) Josh Harrison ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(OF) Gregory Polanco "
46,96714376,"DrewYou22 (2/Unl.)",0,149.55,"(P) A.J. Burnett ,(OF) Chris Young ,(C) Francisco Cervelli ,(1B) Pedro Alvarez ,(OF) Josh Harrison ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(SS) Adeiny Hechavarria ,(OF) Preston Tucker ,(3B) Jung Ho Kang "
47,96707477,"Brass23 (7/Unl.)",0,148.95,"(C) Brayan Pena ,(OF) Andrew McCutchen ,(OF) Jason Heyward ,(OF) Giancarlo Stanton ,(P) Lance Lynn ,(3B) Josh Harrison ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(1B) Justin Bour ,(SS) Eugenio Suarez "
47,96723677,"waterboyalz (4/Unl.)",0,148.95,"(C) Brayan Pena ,(1B) Joey Votto ,(OF) Andrew McCutchen ,(SS) Marwin Gonzalez ,(3B) Todd Frazier ,(P) Lance Lynn ,(2B) Kolten Wong ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(OF) Preston Tucker "
47,96731918,"miket_2412 (1/Unl.)",0,148.95,"(1B) Joey Votto ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(SS) Pete Kozma ,(P) Lance Lynn ,(2B) Kolten Wong ,(OF) Randal Grichuk ,(P) Dallas Keuchel ,(3B) Matt Carpenter ,(OF) George Springer "
50,96729023,"bbcoffin (2/Unl.)",0,148.75,"(2B) Brandon Phillips ,(P) Dan Haren ,(OF) Colby Rasmus ,(C) Francisco Cervelli ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(OF) Josh Harrison ,(P) Dallas Keuchel ,(1B) Justin Bour ,(SS) Carlos Correa "
51,96712584,"Minofd (1/Unl.)",0,148.60,"(OF) Brett Gardner ,(1B) Todd Frazier ,(3B) Pedro Alvarez ,(C) Jason Castro ,(2B) Jose Altuve ,(OF) Billy Hamilton ,(P) Adam Warren ,(P) Dallas Keuchel ,(OF) Starling Marte ,(SS) Adeiny Hechavarria "
52,96714163,"Skavdahl (1/Unl.)",0,148.55,"(P) A.J. Burnett ,(3B) Luis Valbuena ,(OF) Colby Rasmus ,(C) Francisco Cervelli ,(OF) Jon Jay ,(SS) Jordy Mercer ,(OF) Josh Harrison ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(1B) Evan Gattis "
53,96716252,"Tigjack (2/Unl.)",0,147.95,"(C) Brayan Pena ,(1B) Joey Votto ,(OF) Jason Heyward ,(3B) Todd Frazier ,(P) Lance Lynn ,(OF) Josh Harrison ,(2B) Kolten Wong ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(SS) Jung Ho Kang "
53,96718244,"blndmsty (1/Unl.)",0,147.95,"(OF) Andrew McCutchen ,(OF) Colby Rasmus ,(C) Francisco Cervelli ,(1B) Pedro Alvarez ,(P) Lance Lynn ,(3B) Josh Harrison ,(2B) Kolten Wong ,(OF) Randal Grichuk ,(P) Dallas Keuchel ,(SS) Jung Ho Kang "
55,96719815,"jacriz23 (1/Unl.)",0,146.95,"(OF) Carlos Beltran ,(1B) Mark Teixeira ,(2B) Brandon Phillips ,(C) Brayan Pena ,(OF) Giancarlo Stanton ,(3B) Pedro Alvarez ,(P) Lance Lynn ,(OF) Josh Harrison ,(P) Dallas Keuchel ,(SS) Jung Ho Kang "
55,96723751,"Tribe2015 (1/Unl.)",0,146.95,"(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(P) Lance Lynn ,(SS) Jordy Mercer ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(3B) Matt Carpenter ,(1B) Justin Bour ,(OF) George Springer ,(OF) Preston Tucker "
57,96696016,"Mr_Furley (1/Unl.)",0,146.75,"(2B) Brandon Phillips ,(C) Yadier Molina ,(3B) Mark Reynolds ,(OF) Jason Heyward ,(1B) Todd Frazier ,(OF) Giancarlo Stanton ,(P) Anthony DeSclafani ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(SS) Carlos Correa "
